CTA PROG,SUBC SUBP,OBJG PROY,"ORD
SPRY",CONCEPTO,Código de entidad,Código de sector,Tipo de gasto,Código,Entidad,Sector,TOTAL
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),BONOS PENSIONALES (DE PENSIONES),3501.0,35,FUNCIONAMIENTO,3.4.2.4,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",6075382000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),BONOS PENSIONALES (DE PENSIONES),3502.0,35,FUNCIONAMIENTO,3.4.2.4,Superintendencia de sociedades,"Comercio, industria y turismo",487405000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,COMPENSACIÓN POR MUERTE,COMPENSACIÓN POR MUERTE,1104.0,11,FUNCIONAMIENTO,3.4.2.85,Unidad administrativa especial migración colombia,Relaciones exteriores,143000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,COMPENSACIÓN POR MUERTE,COMPENSACIÓN POR MUERTE,1501.0,15,FUNCIONAMIENTO,3.4.2.85,Ministerio de defensa nacional,Defensa y policía,13168000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,COMPENSACIÓN POR MUERTE,COMPENSACIÓN POR MUERTE,1601.0,16,FUNCIONAMIENTO,3.4.2.85,Policía nacional,Defensa y policía,26445000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),301.0,3,FUNCIONAMIENTO,3.4.2.2,Departamento administrativo nacional de planeación,Planeación,68530502.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1313.0,13,FUNCIONAMIENTO,3.4.2.2,Superintendencia financiera de colombia,Hacienda,433000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1501.0,15,FUNCIONAMIENTO,3.4.2.2,Ministerio de defensa nacional,Defensa y policía,11841000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1503.0,15,FUNCIONAMIENTO,3.4.2.2,Caja de retiro de las fuerzas militares,Defensa y policía,18000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1508.0,15,FUNCIONAMIENTO,3.4.2.2,"Defensa civil colombiana, guillermo león valencia",Defensa y policía,31000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1510.0,15,FUNCIONAMIENTO,3.4.2.2,Club militar de oficiales,Defensa y policía,59000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1520.0,15,FUNCIONAMIENTO,3.4.2.2,Agencia logística de las fuerzas militares,Defensa y policía,72000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1601.0,16,FUNCIONAMIENTO,3.4.2.2,Policía nacional,Defensa y policía,4511000000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1702.0,17,FUNCIONAMIENTO,3.4.2.2,Instituto colombiano agropecuario (ica),Agricultura y desarrollo rural,36670000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1901.0,19,FUNCIONAMIENTO,3.4.2.2,Ministerio de salud y protección social,Salud y protección social,2291017000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1913.0,19,FUNCIONAMIENTO,3.4.2.2,Fondo de previsión social del congreso ,Salud y protección social,2323264000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),1914.0,19,FUNCIONAMIENTO,3.4.2.2,Fondo pasivo social de ferrocarriles nacionales de colombia ,Salud y protección social,4149373000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),2110.0,21,FUNCIONAMIENTO,3.4.2.2,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,Minas y energía,182500000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),2301.0,23,FUNCIONAMIENTO,3.4.2.2,Ministerio de tecnologías de la información y las comunicaciones,Tecnologías de la información y las comunicaciones,1172812000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),2401.0,24,FUNCIONAMIENTO,3.4.2.2,Ministerio de transporte,Transporte,19710000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),2801.0,28,FUNCIONAMIENTO,3.4.2.2,Registraduría nacional del estado civil,Registraduría,1286111115.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),3201.0,32,FUNCIONAMIENTO,3.4.2.2,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,410206000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),3501.0,35,FUNCIONAMIENTO,3.4.2.2,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",684928000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),3502.0,35,FUNCIONAMIENTO,3.4.2.2,Superintendencia de sociedades,"Comercio, industria y turismo",448500000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),4001.0,40,FUNCIONAMIENTO,3.4.2.2,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",51800000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),CUOTAS PARTES PENSIONALES (DE PENSIONES),4301.0,43,FUNCIONAMIENTO,3.4.2.2,Ministerio del deporte,Deporte y recreación,1159010240.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DE NIVEL NACIONAL - PENSIONES SUPERINTENDENCIA DE VALORES (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DE NIVEL NACIONAL - PENSIONES SUPERINTENDENCIA DE VALORES (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.38,Ministerio del trabajo,Trabajo,294428000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO DE MERCADEO AGROPECUARIO – IDEMA (DE PENSIONES,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO DE MERCADEO AGROPECUARIO – IDEMA (DE PENSIONES,3601.0,36,FUNCIONAMIENTO,3.4.2.93,Ministerio del trabajo,Trabajo,54931947000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO NACIONAL DE LOS RECURSOS NATURALES RENOVABLES Y DEL AMBIENTE - INDERENA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO NACIONAL DE LOS RECURSOS NATURALES RENOVABLES Y DEL AMBIENTE - INDERENA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.92,Ministerio del trabajo,Trabajo,21979486000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - ADMINISTRACIÓN POSTAL NACIONAL - ADPOSTAL (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - ADMINISTRACIÓN POSTAL NACIONAL - ADPOSTAL (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.55,Ministerio del trabajo,Trabajo,137495960000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CAJA DE PREVISIÓN SOCIAL DE COMUNICACIONES - CAPRECOM (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CAJA DE PREVISIÓN SOCIAL DE COMUNICACIONES - CAPRECOM (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.54,Ministerio del trabajo,Trabajo,31464700000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CAJANAL PENSIONES (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CAJANAL PENSIONES (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.39,Ministerio del trabajo,Trabajo,11107291084000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CARBOCOL (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CARBOCOL (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.40,Ministerio del trabajo,Trabajo,4588780000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - COMPAÑÍA DE INFORMACIONES AUDIOVISUALES (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - COMPAÑÍA DE INFORMACIONES AUDIOVISUALES (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.53,Ministerio del trabajo,Trabajo,1017354000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE ARMENIA - TELEARMENIA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE ARMENIA - TELEARMENIA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.64,Ministerio del trabajo,Trabajo,272328000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE CALARCA - TELECALARCA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE CALARCA - TELECALARCA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.65,Ministerio del trabajo,Trabajo,10200000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE CARTAGENA - TELECARTAGENA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE CARTAGENA - TELECARTAGENA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.62,Ministerio del trabajo,Trabajo,7959698000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE NARIÑO - TELENARIÑO (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE NARIÑO - TELENARIÑO (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.61,Ministerio del trabajo,Trabajo,4893410000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE SANTA MARTA - TELESANTAMARTA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DE SANTA MARTA - TELESANTAMARTA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.63,Ministerio del trabajo,Trabajo,468100000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DEL HUILA - TELEHUILA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DEL HUILA - TELEHUILA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.60,Ministerio del trabajo,Trabajo,37476000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DEL TOLIMA - TELETOLIMA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - EMPRESA DE TELECOMUNICACIONES DEL TOLIMA - TELETOLIMA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.59,Ministerio del trabajo,Trabajo,3032290000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - INSTITUTO NACIONAL DE RADIO Y TELEVISIÓN - INRAVISIÓN (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - INSTITUTO NACIONAL DE RADIO Y TELEVISIÓN - INRAVISIÓN (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.56,Ministerio del trabajo,Trabajo,80867010000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CAPRESUB (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CAPRESUB (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.70,Ministerio del trabajo,Trabajo,39641056000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN ELÉCTRICA DE LA COSTA ATLÁNTICA S.A E.S.P CORELCA S.A E.S.P (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN ELÉCTRICA DE LA COSTA ATLÁNTICA S.A E.S.P CORELCA S.A E.S.P (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.75,Ministerio del trabajo,Trabajo,112873000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN FINANCIERA DEL TRANSPORTE (LEY 51/90) (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN FINANCIERA DEL TRANSPORTE (LEY 51/90) (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.68,Ministerio del trabajo,Trabajo,7409975000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN NACIONAL DEL TURISMO (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN NACIONAL DEL TURISMO (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.69,Ministerio del trabajo,Trabajo,5105322000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INEA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INEA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.71,Ministerio del trabajo,Trabajo,1023823000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INTRA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INTRA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.72,Ministerio del trabajo,Trabajo,761406000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INVIAS (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INVIAS (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.73,Ministerio del trabajo,Trabajo,3529251000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - PROMOTORA DE VACACIONES Y RECREACIÓN SOCIAL - PROSOCIAL - LIQUIDADA (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - PROMOTORA DE VACACIONES Y RECREACIÓN SOCIAL - PROSOCIAL - LIQUIDADA (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.76,Ministerio del trabajo,Trabajo,735067000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - ZONAS FRANCAS (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - ZONAS FRANCAS (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.67,Ministerio del trabajo,Trabajo,2411494000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES INAT (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES INAT (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.66,Ministerio del trabajo,Trabajo,1662405000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.57,Ministerio del trabajo,Trabajo,17593181000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES CAJA DE CRÉDITO AGRARIO INDUSTRIAL Y MINERO (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES CAJA DE CRÉDITO AGRARIO INDUSTRIAL Y MINERO (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.41,Ministerio del trabajo,Trabajo,337379547000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES COMPAÑÍA DE FOMENTO CINEMATOGRÁFICO - FOCINE (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES COMPAÑÍA DE FOMENTO CINEMATOGRÁFICO - FOCINE (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.52,Ministerio del trabajo,Trabajo,280569000.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES EXFUNCIONARIOS ISS (DE PENSIONES),FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES EXFUNCIONARIOS ISS (DE PENSIONES),3601.0,36,FUNCIONAMIENTO,3.4.2.51,Ministerio del trabajo,Trabajo,646512462000.0
