Sector,Etapa,Año,Valor
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2014,3703.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2015,3873.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2016,3235.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2017,3845.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2018,3791.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2019,4116.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2020,4322.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2021,5950.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2022,5755.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2023,7852.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2000,430.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2001,491.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2002,487.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2003,403.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2004,474.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2005,563.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2006,829.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2007,1323.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2008,1836.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2009,1427.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2010,1381.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2011,1358.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2012,1925.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2013,3293.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2014,3161.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2015,3357.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2016,2092.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2017,2610.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2018,1469.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2019,1427.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2020,1440.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2021,1913.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2022,1926.0
AGRICULTURA Y DESARROLLO RURAL,Obligación,2023,3996.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2000,108.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2001,122.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2002,129.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2003,153.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2004,154.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2005,183.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2006,241.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2007,496.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2008,1435.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2009,1615.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2010,1784.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2011,1344.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2012,339.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2013,406.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2014,445.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2015,491.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2016,512.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2017,561.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2018,548.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2019,554.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2020,593.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2021,792.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2022,864.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Obligación,2023,999.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2000,30.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2001,39.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2002,30.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2003,18.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2004,42.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2005,43.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2006,45.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2007,114.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2008,180.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2009,183.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2010,335.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2011,361.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2012,387.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2013,415.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2014,357.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2015,348.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2016,302.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2017,379.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2018,269.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2019,157.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2020,182.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2021,360.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2022,290.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Obligación,2023,320.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2000,197.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2001,211.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2002,190.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2003,169.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2004,162.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2005,182.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2006,274.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2007,305.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2008,299.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2009,441.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2010,423.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2011,528.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2012,744.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2013,1016.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2014,833.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2015,852.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2016,826.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2017,965.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2018,742.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2019,862.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2020,927.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2021,882.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2022,952.0
"COMERCIO, INDUSTRIA Y TURISMO",Obligación,2023,1081.0
CONGRESO DE LA REPÚBLICA,Obligación,2000,168.0
CONGRESO DE LA REPÚBLICA,Obligación,2001,181.0
CONGRESO DE LA REPÚBLICA,Obligación,2002,184.0
CONGRESO DE LA REPÚBLICA,Obligación,2003,210.0
CONGRESO DE LA REPÚBLICA,Obligación,2004,215.0
CONGRESO DE LA REPÚBLICA,Obligación,2005,237.0
CONGRESO DE LA REPÚBLICA,Obligación,2006,283.0
CONGRESO DE LA REPÚBLICA,Obligación,2007,282.0
CONGRESO DE LA REPÚBLICA,Obligación,2008,304.0
CONGRESO DE LA REPÚBLICA,Obligación,2009,331.0
CONGRESO DE LA REPÚBLICA,Obligación,2010,357.0
CONGRESO DE LA REPÚBLICA,Obligación,2011,361.0
CONGRESO DE LA REPÚBLICA,Obligación,2012,373.0
CONGRESO DE LA REPÚBLICA,Obligación,2013,423.0
CONGRESO DE LA REPÚBLICA,Obligación,2014,450.0
CONGRESO DE LA REPÚBLICA,Obligación,2015,465.0
CONGRESO DE LA REPÚBLICA,Obligación,2016,498.0
CONGRESO DE LA REPÚBLICA,Obligación,2017,546.0
CONGRESO DE LA REPÚBLICA,Obligación,2018,542.0
CONGRESO DE LA REPÚBLICA,Obligación,2019,591.0
CONGRESO DE LA REPÚBLICA,Obligación,2020,641.0
CONGRESO DE LA REPÚBLICA,Obligación,2021,723.0
CONGRESO DE LA REPÚBLICA,Obligación,2022,860.0
CONGRESO DE LA REPÚBLICA,Obligación,2023,1030.0
CULTURA,Obligación,2000,49.0
CULTURA,Obligación,2001,57.0
CULTURA,Obligación,2002,50.0
CULTURA,Obligación,2003,57.0
CULTURA,Obligación,2004,77.0
CULTURA,Obligación,2005,89.0
CULTURA,Obligación,2006,111.0
CULTURA,Obligación,2007,130.0
CULTURA,Obligación,2008,166.0
CULTURA,Obligación,2009,171.0
CULTURA,Obligación,2010,194.0
CULTURA,Obligación,2011,218.0
CULTURA,Obligación,2012,328.0
CULTURA,Obligación,2013,389.0
CULTURA,Obligación,2014,384.0
CULTURA,Obligación,2015,433.0
CULTURA,Obligación,2016,374.0
CULTURA,Obligación,2017,377.0
CULTURA,Obligación,2018,367.0
CULTURA,Obligación,2019,364.0
CULTURA,Obligación,2020,361.0
CULTURA,Obligación,2021,507.0
CULTURA,Obligación,2022,450.0
CULTURA,Obligación,2023,606.0
DEFENSA Y POLICÍA,Obligación,2000,6282.0
DEFENSA Y POLICÍA,Obligación,2001,7020.0
DEFENSA Y POLICÍA,Obligación,2002,7927.0
DEFENSA Y POLICÍA,Obligación,2003,8779.0
DEFENSA Y POLICÍA,Obligación,2004,9927.0
DEFENSA Y POLICÍA,Obligación,2005,10792.0
DEFENSA Y POLICÍA,Obligación,2006,12001.0
DEFENSA Y POLICÍA,Obligación,2007,14334.0
DEFENSA Y POLICÍA,Obligación,2008,18108.0
DEFENSA Y POLICÍA,Obligación,2009,19547.0
DEFENSA Y POLICÍA,Obligación,2010,19960.0
DEFENSA Y POLICÍA,Obligación,2011,20991.0
DEFENSA Y POLICÍA,Obligación,2012,23208.0
DEFENSA Y POLICÍA,Obligación,2013,25633.0
DEFENSA Y POLICÍA,Obligación,2014,26141.0
DEFENSA Y POLICÍA,Obligación,2015,26474.0
DEFENSA Y POLICÍA,Obligación,2016,28408.0
DEFENSA Y POLICÍA,Obligación,2017,29574.0
DEFENSA Y POLICÍA,Obligación,2018,30007.0
DEFENSA Y POLICÍA,Obligación,2019,32274.0
DEFENSA Y POLICÍA,Obligación,2020,34269.0
DEFENSA Y POLICÍA,Obligación,2021,36526.0
DEFENSA Y POLICÍA,Obligación,2022,40166.0
DEFENSA Y POLICÍA,Obligación,2023,45222.0
DEPORTE Y RECREACIÓN,Obligación,2000,35.0
DEPORTE Y RECREACIÓN,Obligación,2001,53.0
DEPORTE Y RECREACIÓN,Obligación,2002,25.0
DEPORTE Y RECREACIÓN,Obligación,2003,25.0
DEPORTE Y RECREACIÓN,Obligación,2004,73.0
DEPORTE Y RECREACIÓN,Obligación,2005,64.0
DEPORTE Y RECREACIÓN,Obligación,2006,95.0
DEPORTE Y RECREACIÓN,Obligación,2007,78.0
DEPORTE Y RECREACIÓN,Obligación,2008,145.0
DEPORTE Y RECREACIÓN,Obligación,2009,121.0
DEPORTE Y RECREACIÓN,Obligación,2010,125.0
DEPORTE Y RECREACIÓN,Obligación,2011,148.0
DEPORTE Y RECREACIÓN,Obligación,2012,281.0
DEPORTE Y RECREACIÓN,Obligación,2013,345.0
DEPORTE Y RECREACIÓN,Obligación,2014,315.0
DEPORTE Y RECREACIÓN,Obligación,2015,378.0
DEPORTE Y RECREACIÓN,Obligación,2016,287.0
DEPORTE Y RECREACIÓN,Obligación,2017,471.0
DEPORTE Y RECREACIÓN,Obligación,2018,403.0
DEPORTE Y RECREACIÓN,Obligación,2019,266.0
DEPORTE Y RECREACIÓN,Obligación,2020,242.0
DEPORTE Y RECREACIÓN,Obligación,2021,672.0
DEPORTE Y RECREACIÓN,Obligación,2022,556.0
DEPORTE Y RECREACIÓN,Obligación,2023,560.0
EDUCACIÓN,Obligación,2000,4937.0
EDUCACIÓN,Obligación,2001,7396.0
EDUCACIÓN,Obligación,2002,8630.0
EDUCACIÓN,Obligación,2003,9691.0
EDUCACIÓN,Obligación,2004,11334.0
EDUCACIÓN,Obligación,2005,12247.0
EDUCACIÓN,Obligación,2006,13099.0
EDUCACIÓN,Obligación,2007,14267.0
EDUCACIÓN,Obligación,2008,16143.0
EDUCACIÓN,Obligación,2009,18497.0
EDUCACIÓN,Obligación,2010,20057.0
EDUCACIÓN,Obligación,2011,21638.0
EDUCACIÓN,Obligación,2012,22687.0
EDUCACIÓN,Obligación,2013,25125.0
EDUCACIÓN,Obligación,2014,26845.0
EDUCACIÓN,Obligación,2015,28990.0
EDUCACIÓN,Obligación,2016,31307.0
EDUCACIÓN,Obligación,2017,35520.0
EDUCACIÓN,Obligación,2018,37915.0
EDUCACIÓN,Obligación,2019,41302.0
EDUCACIÓN,Obligación,2020,44559.0
EDUCACIÓN,Obligación,2021,48030.0
EDUCACIÓN,Obligación,2022,49639.0
EDUCACIÓN,Obligación,2023,57865.0
EMPLEO PÚBLICO,Obligación,2000,38.0
EMPLEO PÚBLICO,Obligación,2001,42.0
EMPLEO PÚBLICO,Obligación,2002,44.0
EMPLEO PÚBLICO,Obligación,2003,36.0
EMPLEO PÚBLICO,Obligación,2004,38.0
EMPLEO PÚBLICO,Obligación,2005,39.0
EMPLEO PÚBLICO,Obligación,2006,53.0
EMPLEO PÚBLICO,Obligación,2007,61.0
EMPLEO PÚBLICO,Obligación,2008,70.0
EMPLEO PÚBLICO,Obligación,2009,96.0
EMPLEO PÚBLICO,Obligación,2010,103.0
EMPLEO PÚBLICO,Obligación,2011,103.0
EMPLEO PÚBLICO,Obligación,2012,130.0
EMPLEO PÚBLICO,Obligación,2013,157.0
EMPLEO PÚBLICO,Obligación,2014,165.0
EMPLEO PÚBLICO,Obligación,2015,191.0
EMPLEO PÚBLICO,Obligación,2016,261.0
EMPLEO PÚBLICO,Obligación,2017,325.0
EMPLEO PÚBLICO,Obligación,2018,416.0
EMPLEO PÚBLICO,Obligación,2019,352.0
EMPLEO PÚBLICO,Obligación,2020,246.0
EMPLEO PÚBLICO,Obligación,2021,297.0
EMPLEO PÚBLICO,Obligación,2022,346.0
EMPLEO PÚBLICO,Obligación,2023,409.0
FISCALÍA,Obligación,2000,621.0
FISCALÍA,Obligación,2001,654.0
FISCALÍA,Obligación,2002,678.0
FISCALÍA,Obligación,2003,709.0
FISCALÍA,Obligación,2004,751.0
FISCALÍA,Obligación,2005,846.0
FISCALÍA,Obligación,2006,917.0
FISCALÍA,Obligación,2007,1081.0
FISCALÍA,Obligación,2008,1237.0
FISCALÍA,Obligación,2009,1420.0
FISCALÍA,Obligación,2010,1469.0
FISCALÍA,Obligación,2011,1590.0
FISCALÍA,Obligación,2012,1864.0
FISCALÍA,Obligación,2013,2147.0
FISCALÍA,Obligación,2014,2433.0
FISCALÍA,Obligación,2015,2709.0
FISCALÍA,Obligación,2016,3081.0
FISCALÍA,Obligación,2017,3391.0
FISCALÍA,Obligación,2018,3447.0
FISCALÍA,Obligación,2019,3651.0
FISCALÍA,Obligación,2020,3772.0
FISCALÍA,Obligación,2021,4148.0
FISCALÍA,Obligación,2022,4515.0
FISCALÍA,Obligación,2023,5164.0
HACIENDA,Obligación,2000,6516.0
HACIENDA,Obligación,2001,6479.0
HACIENDA,Obligación,2002,5159.0
HACIENDA,Obligación,2003,4582.0
HACIENDA,Obligación,2004,5140.0
HACIENDA,Obligación,2005,6302.0
HACIENDA,Obligación,2006,5488.0
HACIENDA,Obligación,2007,6452.0
HACIENDA,Obligación,2008,6558.0
HACIENDA,Obligación,2009,6449.0
HACIENDA,Obligación,2010,7445.0
HACIENDA,Obligación,2011,8181.0
HACIENDA,Obligación,2012,9389.0
HACIENDA,Obligación,2013,12123.0
HACIENDA,Obligación,2014,12028.0
HACIENDA,Obligación,2015,15428.0
HACIENDA,Obligación,2016,15676.0
HACIENDA,Obligación,2017,19129.0
HACIENDA,Obligación,2018,10708.0
HACIENDA,Obligación,2019,8508.0
HACIENDA,Obligación,2020,16926.0
HACIENDA,Obligación,2021,18737.0
HACIENDA,Obligación,2022,14119.0
HACIENDA,Obligación,2023,34080.0
IGUALDAD Y EQUIDAD,Obligación,2023,8636.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2000,955.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2001,1021.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2002,1008.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2003,1074.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2004,1225.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2005,1462.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2006,2410.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2007,3494.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2008,4422.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2009,5436.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2010,5625.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2011,5927.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2012,7909.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2013,8696.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2014,9095.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2015,10376.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2016,9605.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2017,11013.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2018,10361.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2019,10243.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2020,17476.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2021,21997.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2022,22513.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Obligación,2023,10810.0
INFORMACIÓN ESTADÍSTICA,Obligación,2000,66.0
INFORMACIÓN ESTADÍSTICA,Obligación,2001,65.0
INFORMACIÓN ESTADÍSTICA,Obligación,2002,71.0
INFORMACIÓN ESTADÍSTICA,Obligación,2003,64.0
INFORMACIÓN ESTADÍSTICA,Obligación,2004,89.0
INFORMACIÓN ESTADÍSTICA,Obligación,2005,182.0
INFORMACIÓN ESTADÍSTICA,Obligación,2006,118.0
INFORMACIÓN ESTADÍSTICA,Obligación,2007,144.0
INFORMACIÓN ESTADÍSTICA,Obligación,2008,172.0
INFORMACIÓN ESTADÍSTICA,Obligación,2009,167.0
INFORMACIÓN ESTADÍSTICA,Obligación,2010,187.0
INFORMACIÓN ESTADÍSTICA,Obligación,2011,217.0
INFORMACIÓN ESTADÍSTICA,Obligación,2012,280.0
INFORMACIÓN ESTADÍSTICA,Obligación,2013,345.0
INFORMACIÓN ESTADÍSTICA,Obligación,2014,565.0
INFORMACIÓN ESTADÍSTICA,Obligación,2015,356.0
INFORMACIÓN ESTADÍSTICA,Obligación,2016,319.0
INFORMACIÓN ESTADÍSTICA,Obligación,2017,362.0
INFORMACIÓN ESTADÍSTICA,Obligación,2018,568.0
INFORMACIÓN ESTADÍSTICA,Obligación,2019,324.0
INFORMACIÓN ESTADÍSTICA,Obligación,2020,322.0
INFORMACIÓN ESTADÍSTICA,Obligación,2021,392.0
INFORMACIÓN ESTADÍSTICA,Obligación,2022,401.0
INFORMACIÓN ESTADÍSTICA,Obligación,2023,559.0
INTELIGENCIA,Obligación,2000,153.0
INTELIGENCIA,Obligación,2001,177.0
INTELIGENCIA,Obligación,2002,176.0
INTELIGENCIA,Obligación,2003,183.0
INTELIGENCIA,Obligación,2004,213.0
INTELIGENCIA,Obligación,2005,226.0
INTELIGENCIA,Obligación,2006,234.0
INTELIGENCIA,Obligación,2007,278.0
INTELIGENCIA,Obligación,2008,355.0
INTELIGENCIA,Obligación,2009,296.0
INTELIGENCIA,Obligación,2010,296.0
INTELIGENCIA,Obligación,2011,296.0
INTELIGENCIA,Obligación,2012,172.0
INTELIGENCIA,Obligación,2013,177.0
INTELIGENCIA,Obligación,2014,138.0
INTELIGENCIA,Obligación,2015,78.0
INTELIGENCIA,Obligación,2016,92.0
INTELIGENCIA,Obligación,2017,91.0
INTELIGENCIA,Obligación,2018,92.0
INTELIGENCIA,Obligación,2019,91.0
INTELIGENCIA,Obligación,2020,98.0
INTELIGENCIA,Obligación,2021,111.0
INTELIGENCIA,Obligación,2022,107.0
INTELIGENCIA,Obligación,2023,123.0
INTERIOR Y JUSTICIA,Obligación,2000,573.0
INTERIOR Y JUSTICIA,Obligación,2001,638.0
INTERIOR Y JUSTICIA,Obligación,2002,629.0
INTERIOR Y JUSTICIA,Obligación,2003,658.0
INTERIOR Y JUSTICIA,Obligación,2004,796.0
INTERIOR Y JUSTICIA,Obligación,2005,936.0
INTERIOR Y JUSTICIA,Obligación,2006,1095.0
INTERIOR Y JUSTICIA,Obligación,2007,1256.0
INTERIOR Y JUSTICIA,Obligación,2008,1585.0
INTERIOR Y JUSTICIA,Obligación,2009,1896.0
INTERIOR Y JUSTICIA,Obligación,2010,2652.0
INTERIOR Y JUSTICIA,Obligación,2011,6257.0
INTERIOR Y JUSTICIA,Obligación,2012,2246.0
INTERIOR Y JUSTICIA,Obligación,2013,3005.0
INTERIOR Y JUSTICIA,Obligación,2014,3203.0
INTERIOR Y JUSTICIA,Obligación,2015,3230.0
INTERIOR Y JUSTICIA,Obligación,2016,3222.0
INTERIOR Y JUSTICIA,Obligación,2017,3598.0
INTERIOR Y JUSTICIA,Obligación,2018,3133.0
INTERIOR Y JUSTICIA,Obligación,2019,3301.0
INTERIOR Y JUSTICIA,Obligación,2020,3861.0
INTERIOR Y JUSTICIA,Obligación,2021,4204.0
INTERIOR Y JUSTICIA,Obligación,2022,4840.0
INTERIOR Y JUSTICIA,Obligación,2023,5557.0
MINAS Y ENERGÍA,Obligación,2000,329.0
MINAS Y ENERGÍA,Obligación,2001,452.0
MINAS Y ENERGÍA,Obligación,2002,331.0
MINAS Y ENERGÍA,Obligación,2003,391.0
MINAS Y ENERGÍA,Obligación,2004,2672.0
MINAS Y ENERGÍA,Obligación,2005,2652.0
MINAS Y ENERGÍA,Obligación,2006,762.0
MINAS Y ENERGÍA,Obligación,2007,2481.0
MINAS Y ENERGÍA,Obligación,2008,1712.0
MINAS Y ENERGÍA,Obligación,2009,6406.0
MINAS Y ENERGÍA,Obligación,2010,2146.0
MINAS Y ENERGÍA,Obligación,2011,2669.0
MINAS Y ENERGÍA,Obligación,2012,2560.0
MINAS Y ENERGÍA,Obligación,2013,3180.0
MINAS Y ENERGÍA,Obligación,2014,2864.0
MINAS Y ENERGÍA,Obligación,2015,3245.0
MINAS Y ENERGÍA,Obligación,2016,2976.0
MINAS Y ENERGÍA,Obligación,2017,3569.0
MINAS Y ENERGÍA,Obligación,2018,3832.0
MINAS Y ENERGÍA,Obligación,2019,3368.0
MINAS Y ENERGÍA,Obligación,2020,3856.0
MINAS Y ENERGÍA,Obligación,2021,5536.0
MINAS Y ENERGÍA,Obligación,2022,4836.0
MINAS Y ENERGÍA,Obligación,2023,7930.0
ORGANISMOS DE CONTROL,Obligación,2000,352.0
ORGANISMOS DE CONTROL,Obligación,2001,347.0
ORGANISMOS DE CONTROL,Obligación,2002,370.0
ORGANISMOS DE CONTROL,Obligación,2003,376.0
ORGANISMOS DE CONTROL,Obligación,2004,396.0
ORGANISMOS DE CONTROL,Obligación,2005,442.0
ORGANISMOS DE CONTROL,Obligación,2006,514.0
ORGANISMOS DE CONTROL,Obligación,2007,591.0
ORGANISMOS DE CONTROL,Obligación,2008,670.0
ORGANISMOS DE CONTROL,Obligación,2009,760.0
ORGANISMOS DE CONTROL,Obligación,2010,851.0
ORGANISMOS DE CONTROL,Obligación,2011,880.0
ORGANISMOS DE CONTROL,Obligación,2012,1028.0
ORGANISMOS DE CONTROL,Obligación,2013,1163.0
ORGANISMOS DE CONTROL,Obligación,2014,1289.0
ORGANISMOS DE CONTROL,Obligación,2015,1391.0
ORGANISMOS DE CONTROL,Obligación,2016,15.0
ORGANISMOS DE CONTROL,Obligación,2017,1658.0
ORGANISMOS DE CONTROL,Obligación,2018,1743.0
ORGANISMOS DE CONTROL,Obligación,2019,1691.0
ORGANISMOS DE CONTROL,Obligación,2020,1925.0
ORGANISMOS DE CONTROL,Obligación,2021,2346.0
ORGANISMOS DE CONTROL,Obligación,2022,2707.0
ORGANISMOS DE CONTROL,Obligación,2023,3281.0
PLANEACIÓN,Obligación,2000,110.0
PLANEACIÓN,Obligación,2001,292.0
PLANEACIÓN,Obligación,2002,119.0
PLANEACIÓN,Obligación,2003,111.0
PLANEACIÓN,Obligación,2004,225.0
PLANEACIÓN,Obligación,2005,90.0
PLANEACIÓN,Obligación,2006,128.0
PLANEACIÓN,Obligación,2007,292.0
PLANEACIÓN,Obligación,2008,276.0
PLANEACIÓN,Obligación,2009,451.0
PLANEACIÓN,Obligación,2010,546.0
PLANEACIÓN,Obligación,2011,403.0
PLANEACIÓN,Obligación,2012,572.0
PLANEACIÓN,Obligación,2013,421.0
PLANEACIÓN,Obligación,2014,433.0
PLANEACIÓN,Obligación,2015,405.0
PLANEACIÓN,Obligación,2016,481.0
PLANEACIÓN,Obligación,2017,528.0
PLANEACIÓN,Obligación,2018,356.0
PLANEACIÓN,Obligación,2019,353.0
PLANEACIÓN,Obligación,2020,503.0
PLANEACIÓN,Obligación,2021,890.0
PLANEACIÓN,Obligación,2022,854.0
PLANEACIÓN,Obligación,2023,879.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2000,762.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2001,513.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2002,593.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2003,495.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2004,640.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2005,578.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2006,195.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2007,352.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2008,312.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2009,288.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2010,280.0
PRESIDENCIA DE LA REPÚBLICA,Obligación,2011,290.0
