Actividad,C1,C2,Impuesto,Año,Valor,IPC,Valor_pc,Rubro,Rubro2
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2011,0.0,51.007128010150275,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2011,0.0,51.007128010150275,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2011,119242.0,51.007128010150275,233775.16957290986,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2011,0.0,51.007128010150275,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2011,0.0,51.007128010150275,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2011,0.0,51.007128010150275,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2012,6565772.0,52.252347305318665,12565506.314262139,IVA,IVA
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2012,4391723.0,52.252347305318665,8404833.900261883,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2012,0.0,52.252347305318665,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2012,23859875.0,52.252347305318665,45662781.15810378,Renta,Renta
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2012,0.0,52.252347305318665,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2012,0.0,52.252347305318665,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2012,5351294.0,52.252347305318665,10241250.9216697,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2012,0.0,52.252347305318665,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2012,3960337.0,52.252347305318665,7579251.850369763,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2012,38951.0,52.252347305318665,74544.01956796924,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2012,55395.0,52.252347305318665,106014.37611274823,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2012,22000009.0,52.252347305318665,42103388.90892402,Renta,Renta
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2012,0.0,52.252347305318665,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2012,0.0,52.252347305318665,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2012,19877817.0,52.252347305318665,38041959.88335375,IVA,IVA
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2012,13043703.0,52.252347305318665,24962903.43433491,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2013,21243422.0,53.2632511417188,39883825.235296145,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2013,0.0,53.2632511417188,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2013,25470591.0,53.2632511417188,47820195.82738161,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2013,4111876.0,53.2632511417188,7719911.781313226,IVA,IVA
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2013,5935091.0,53.2632511417188,11142937.90329915,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2013,0.0,53.2632511417188,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2013,21039924.0,53.2632511417188,39501764.44171344,Renta,Renta
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2013,57247.0,53.2632511417188,107479.35729210662,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2013,12080300.0,53.2632511417188,22680365.43217698,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2013,4240323.0,53.2632511417188,7961066.793909505,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2013,0.0,53.2632511417188,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2013,4466767.0,53.2632511417188,8386207.946854703,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2013,2736545.0,53.2632511417188,5137773.120005029,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2013,1288442.0,53.2632511417188,2419007.425160383,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2013,0.0,53.2632511417188,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2013,130347.0,53.2632511417188,244722.2000271494,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2013,0.0,53.2632511417188,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2013,0.0,53.2632511417188,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2013,0.0,53.2632511417188,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2013,0.0,53.2632511417188,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2013,0.0,53.2632511417188,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2013,2967366.0,53.2632511417188,5571131.946310711,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2014,0.0,55.21141681319193,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2014,11990124.0,55.21141681319193,21716747.535330668,Renta,Renta
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2014,0.0,55.21141681319193,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2014,0.0,55.21141681319193,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2014,6464683.0,55.21141681319193,11708960.525090823,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2014,72303.0,55.21141681319193,130956.61037759186,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2014,24338466.0,55.21141681319193,44082306.531544566,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2014,27465013.0,55.21141681319193,49745169.7226463,Renta,Renta
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2014,0.0,55.21141681319193,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2014,0.0,55.21141681319193,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2014,13609157.0,55.21141681319193,24649171.829889175,IVA,IVA
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2014,2980885.0,55.21141681319193,5399037.322454226,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2014,4399951.0,55.21141681319193,7969277.46825852,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2014,0.0,55.21141681319193,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2014,4361286.0,55.21141681319193,7899246.66261768,Otros impuestos,Patrimonio
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2014,27436.0,55.21141681319193,49692.62080853644,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2014,3976562.0,55.21141681319193,7202427.015149267,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2014,1757643.0,55.21141681319193,3183477.4426220446,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2014,6923239.0,55.21141681319193,12539506.137697589,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2014,5994962.0,55.21141681319193,10858192.645705834,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2014,0.0,55.21141681319193,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2014,0.0,55.21141681319193,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2015,5512168.0,58.947074698697094,9351045.880011814,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2015,1824289.0,58.947074698697094,3094791.402838388,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2015,4682409.0,58.947074698697094,7943411.991067803,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2015,0.0,58.947074698697094,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2015,3418957.0,58.947074698697094,5800045.239692903,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2015,104085.0,58.947074698697094,176573.64768654178,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2015,24901947.0,58.947074698697094,42244584.87089337,IVA,IVA
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2015,15446104.0,58.947074698697094,26203342.708610114,IVA,IVA
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2015,36532.0,58.947074698697094,61974.237376036355,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2015,0.0,58.947074698697094,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2015,0.0,58.947074698697094,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2015,0.0,58.947074698697094,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2015,10702326.0,58.947074698697094,18155822.073790804,Renta,Renta
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2015,0.0,58.947074698697094,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2015,7068880.0,58.947074698697094,11991909.753167521,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2015,0.0,58.947074698697094,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2015,5074220.0,58.947074698697094,8608094.678042023,Otros impuestos,Arancel
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2015,7470241.0,58.947074698697094,12672793.413724931,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2015,30708382.0,58.947074698697094,52094836.18476957,Renta,Renta
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2015,6775377.0,58.947074698697094,11494000.397189781,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2015,0.0,58.947074698697094,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2015,0.0,58.947074698697094,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2016,10882846.0,62.33460675974658,17458754.55979895,Renta,Renta
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2016,0.0,62.33460675974658,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2016,1843916.0,62.33460675974658,2958093.578911825,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2016,4962975.0,62.33460675974658,7961829.324003867,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2016,0.0,62.33460675974658,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2016,7553508.0,62.33460675974658,12117679.717003975,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2016,5065927.0,62.33460675974658,8126989.586258834,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2016,0.0,62.33460675974658,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2016,14011.0,62.33460675974658,22477.08091590592,Otros impuestos,Por clasificar
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2016,4583842.0,62.33460675974658,7353606.990202556,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2016,0.0,62.33460675974658,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2016,3747950.0,62.33460675974658,6012631.176844593,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2016,0.0,62.33460675974658,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2016,0.0,62.33460675974658,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2016,0.0,62.33460675974658,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2016,105821.0,62.33460675974658,169762.8420242724,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2016,32640747.0,62.33460675974658,52363765.00425476,Renta,Renta
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2016,7067991.0,62.33460675974658,11338791.351073785,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2016,7568786.0,62.33460675974658,12142189.376716573,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2016,25723556.0,62.33460675974658,41266893.84461047,IVA,IVA
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2016,0.0,62.33460675974658,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2016,14992159.0,62.33460675974658,24051100.631441522,IVA,IVA
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2017,17151552.0,64.88529789662377,26433649.15627899,IVA,IVA
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2017,1104378.0,64.88529789662377,1702046.589598019,Otros impuestos,Retención CREE
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2017,4262914.0,64.88529789662377,6569922.8302715635,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2017,15077560.0,64.88529789662377,23237251.717672307,Renta,Renta
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2017,476862.0,64.88529789662377,734930.7400264135,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2017,5616259.0,64.88529789662377,8655672.674799008,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2017,2107550.0,64.88529789662377,3248116.3966570366,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2017,41594296.0,64.88529789662377,64104346.205312416,Renta,Renta
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2017,0.0,64.88529789662377,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2017,0.0,64.88529789662377,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2017,31900266.0,64.88529789662377,49164089.607516296,IVA,IVA
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2017,4058303.0,64.88529789662377,6254580.207777961,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2017,1619472.0,64.88529789662377,2495899.768511762,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2017,7307441.0,64.88529789662377,11262090.545754023,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2017,0.0,64.88529789662377,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2017,0.0,64.88529789662377,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2017,116936.0,64.88529789662377,180219.5625059843,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2017,0.0,64.88529789662377,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2017,0.0,64.88529789662377,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2017,79668.0,64.88529789662377,122782.8222765167,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2017,0.0,64.88529789662377,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2017,3975716.0,64.88529789662377,6127298.677635988,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2018,75200.0,66.94727393378432,112327.20256000002,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2018,79889.0,66.94727393378432,119331.22187920002,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2018,469144.0,66.94727393378432,700766.3978432001,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2018,34484697.0,66.94727393378432,51510233.31302161,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2018,0.0,66.94727393378432,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2018,4014559.0,66.94727393378432,5996598.164655201,Otros impuestos,Arancel
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2018,7703514.0,66.94727393378432,11506837.466779202,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2018,19081077.0,66.94727393378432,28501648.952685606,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2018,17632781.0,66.94727393378432,26338310.679296806,Renta,Renta
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2018,1517546.0,66.94727393378432,2266777.8847888005,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2018,0.0,66.94727393378432,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2018,0.0,66.94727393378432,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2018,294072.0,66.94727393378432,439259.1105216001,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2018,0.0,66.94727393378432,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2018,0.0,66.94727393378432,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2018,0.0,66.94727393378432,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2018,16479.0,66.94727393378432,24614.893231200003,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2018,6378863.0,66.94727393378432,9528189.312546402,IVA,IVA
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2018,139455.0,66.94727393378432,208305.71852400005,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2018,2214709.0,66.94727393378432,3308139.1815752005,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2018,50277595.0,66.94727393378432,75100287.20471601,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2018,0.0,66.94727393378432,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2019,0.0,69.49127034326813,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2019,72561.0,69.49127034326813,104417.43206242775,Otros impuestos,Riqueza
