CTA PROG,SUBC SUBP,OBJG PROY,ORD SPRY,Fuente,Rec.,Sit,Nombre del rubro,Apropiación 2025,Código de entidad,Entidad,Código de sector,Sector,Tipo de gasto,Año,% porc
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN FINANCIERA DEL TRANSPORTE (LEY 51/90) (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN FINANCIERA DEL TRANSPORTE (LEY 51/90) (DE PENSIONES),7522336640,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0014
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN NACIONAL DEL TURISMO (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN NACIONAL DEL TURISMO (DE PENSIONES),4923244200,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0009
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CAPRESUB (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CAPRESUB (DE PENSIONES),38616397840,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0073
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INEA (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INEA (DE PENSIONES),1012880880,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INTRA (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INTRA (DE PENSIONES),688848420,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INVIAS (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INVIAS (DE PENSIONES),3461476640,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0007
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES POSITIVA S.A. (ARTICULO 80 LEY 1753 DE 2015 PLAN NACIONAL DE DESARROLLO Y DECRETO 1437 DE 2015) (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES POSITIVA S.A. (ARTICULO 80 LEY 1753 DE 2015 PLAN NACIONAL DE DESARROLLO Y DECRETO 1437 DE 2015) (DE PENSIONES),420976048960,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0799
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN ELÉCTRICA DE LA COSTA ATLÁNTICA S.A E.S.P CORELCA S.A E.S.P (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN ELÉCTRICA DE LA COSTA ATLÁNTICA S.A E.S.P CORELCA S.A E.S.P (DE PENSIONES),109055980,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - PROMOTORA DE VACACIONES Y RECREACIÓN SOCIAL - PROSOCIAL - LIQUIDADA (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - PROMOTORA DE VACACIONES Y RECREACIÓN SOCIAL - PROSOCIAL - LIQUIDADA (DE PENSIONES),704213120,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES DE LAS EMPRESAS DE OBRAS SANITARIAS EMPOS (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES DE LAS EMPRESAS DE OBRAS SANITARIAS EMPOS (DE PENSIONES),53246000000,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0101
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTE (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL – MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTE (DE PENSIONES),3884397560,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0007
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - ÁLCALIS DE COLOMBIA LIMITADA (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - ÁLCALIS DE COLOMBIA LIMITADA (DE PENSIONES),56453056000,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0107
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PUBLICAS DEL NIVEL NACIONAL - INSTITUTO NACIONAL DE LOS RECURSOS NATURALES RENOVABLES (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO NACIONAL DE LOS RECURSOS NATURALES RENOVABLES Y DEL AMBIENTE - INDERENA (DE PENSIONES),21575256960,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0041
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,FONDO DE PENSIONES PUBLICAS DEL NIVEL NACIONAL - INSTITUTO DE MERCADEO AGROPECUARIO - IDEMA (DE PENSIONES),Nación,10,C,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO DE MERCADEO AGROPECUARIO – IDEMA (DE PENSIONES,55718344560,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0106
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES ASUMIDAS POR EL GOBIERNO,FINANCIACIÓN PENSIONES RÉGIMEN DE PRIMA MEDIA CON PRESTACIÓN DEFINIDA COLPENSIONES LEY 1151 DE 2007 (DE PENSIONES),Nación,10,C,FINANCIACIÓN PENSIONES RÉGIMEN DE PRIMA MEDIA CON PRESTACIÓN DEFINIDA COLPENSIONES LEY 1151 DE 2007 (DE PENSIONES),26276785000000,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,4.9881
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES ASUMIDAS POR EL GOBIERNO,OTROS RECURSOS PARA SEGURIDAD SOCIAL,Nación,10,C,OTROS RECURSOS PARA SEGURIDAD SOCIAL,291970785460,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0554
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES ASUMIDAS POR EL GOBIERNO,PRESTACIÓN HUMANITARIA PERIÓDICA ARTICULO 2.2.9.5.7 DECRETO 600 DE 2017 (NO DE PENSIONES),Nación,10,C,PRESTACIÓN HUMANITARIA PERIÓDICA ARTÍCULO 2.2.9.5.7 DECRETO 600 DE 2017 (NO DE PENSIONES),6933921702,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0013
TRANSFERENCIAS CORRIENTES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,FORTALECIMIENTO DE LAS ASOCIACIONES Y LIGAS DE CONSUMIDORES (LEY 73 DE 1981 Y DECRETO 1320 DE 1982) ,Nación,10,C,FORTALECIMIENTO DE LAS ASOCIACIONES Y LIGAS DE CONSUMIDORES (LEY 73 DE 1981 Y DECRETO 1320 DE 1982),735488100,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,12121136304,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0023
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,OTRAS ACTIVIDADES DE SERVICIOS,APOYO PARA EL FOMENTO AL EMPLEO,Nación,10,C,APOYO PARA EL FOMENTO AL EMPLEO,431977101320,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.082
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,376540190,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,82940796350,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0157
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,3540125336,3601,Ministerio del trabajo,36,Trabajo,Deuda,2025,0.0007
,,,,Nación,10,C,INVERSION,515690885340,3601,Ministerio del trabajo,36,Trabajo,Inversión,2025,0.0979
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,16726111423,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0032
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,5760946033,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0011
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1274486797,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,12938324957,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0025
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),333032563,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,513448000,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,22955000,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,140000000,3601,Ministerio del trabajo,36,Trabajo,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,31116347109,3601,Ministerio del trabajo,36,Trabajo,Inversión,2025,0.0059
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,65982874000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0125
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,16340871000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0031
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,7100804000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0013
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,Propios,20,S,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,2000000000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0004
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,10830404000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0021
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Propios,20,S,A ORGANIZACIONES INTERNACIONALES,103200000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),550351000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,AUXILIOS FUNERARIOS (OTRAS PRESTACIONES DE JUBILACIÓN),Propios,20,S,AUXILIO FUNERARIO (NO DE PENSIONES),55626000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,SERVICIOS MÉDICOS CONVENCIONALES (NO DE PENSIONES),Propios,20,S,SERVICIOS MÉDICOS CONVENCIONALES (NO DE PENSIONES),6341450000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0012
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,AUXILIO SINDICAL (NO DE PENSIONES),Propios,20,S,AUXILIO SINDICAL (NO DE PENSIONES),216454000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONIFICACIÓN PARA PENSIONADOS (OTRAS PRESTACIONES DE JUBILACIÓN),Propios,20,S,BONIFICACIÓN PARA PENSIONADOS (OTRAS PRESTACIONES DE JUBILACIÓN),4000000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,12830808000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0024
ADQUISICIÓN DE ACTIVOS FINANCIEROS,CONCESIÓN DE PRÉSTAMOS,A PERSONAS NATURALES,PRÉSTAMOS POR CALAMIDAD DOMÉSTICA ,Propios,20,S,PRÉSTAMOS POR CALAMIDAD DOMÉSTICA,74200000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
ADQUISICIÓN DE ACTIVOS FINANCIEROS,CONCESIÓN DE PRÉSTAMOS,A PERSONAS NATURALES,PRÉSTAMOS EDUCATIVOS,Propios,20,S,PRÉSTAMOS EDUCATIVOS,24380000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,204580000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,9805000000,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Funcionamiento,2025,0.0019
,,,,Nación,10,C,INVERSION,4389468874494,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Inversión,2025,0.8333
,,,,Propios,20,S,INVERSION,3032040768262,3602,Servicio nacional de aprendizaje (sena),36,Trabajo,Inversión,2025,0.5756
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,5578806000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0011
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,1916661000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0004
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,539360000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,2469119451,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),20638000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,112234000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,57000000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,115501000,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,47145980469,3612,Unidad administrativa especial de organizaciones solidarias,36,Trabajo,Inversión,2025,0.0089
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,7889829700,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Funcionamiento,2025,0.0015
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,2716442510,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1942470620,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Funcionamiento,2025,0.0004
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,3223598362,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Funcionamiento,2025,0.0006
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),40000000,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,86400000,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,22899476228,3613,Unidad administrativa especial del servicio público de empleo,36,Trabajo,Inversión,2025,0.0043
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,34673852622,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0066
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,11839712118,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0022
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,5661067064,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0011
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,12462142118,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0024
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,"PROGRAMA DE PROTECCIÓN A PERSONAS QUE SE ENCUENTRAN EN SITUACIÓN DE RIESGO CONTRA SU VIDA, INTEGRIDAD, SEGURIDAD O LIBERTAD, POR CAUSAS RELACIONADAS CON LA VIOLENCIA EN COLOMBIA",Nación,10,C,"PROGRAMA DE PROTECCIÓN A PERSONAS QUE SE ENCUENTRAN EN SITUACIÓN DE RIESGO CONTRA SU VIDA, INTEGRIDAD, SEGURIDAD O LIBERTAD, POR CAUSAS RELACIONADAS CON LA VIOLENCIA EN COLOMBIA",8287752000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0016
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO NACIONAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA -FONSECON,Nación,10,C,FONDO NACIONAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA -FONSECON,483325654346,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0917
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO NACIONAL PARA LA LUCHA CONTRA LA TRATA DE PERSONAS. LEY 985 DE 2005 Y DECRETO 4319 DE 2006,Nación,10,C,FONDO NACIONAL PARA LA LUCHA CONTRA LA TRATA DE PERSONAS. LEY 985 DE 2005 Y DECRETO 4319 DE 2006,158268000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FORTALECIMIENTO A LA GESTIÓN TERRITORIAL Y BUEN GOBIERNO LOCAL,Nación,10,C,FORTALECIMIENTO A LA GESTIÓN TERRITORIAL Y BUEN GOBIERNO LOCAL,16232825000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0031
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,IMPLEMENTACIÓN LEY 985 DE 2005 SOBRE TRATA DE PERSONAS,Nación,10,C,IMPLEMENTACIÓN LEY 985 DE 2005 SOBRE TRATA DE PERSONAS,2995429000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0006
